year,region,pounds,dollars,sector,annual,cpi_adjustment_factor,dollars_adjusted,council_id,council_name
1958,Gulf,808836600.0,86539158.0,Commercial,28.9,10.543321799307959,912410191.0351558,4,Gulf of Mexico
1958,Alaska,379086315.0,33196757.0,Commercial,28.9,10.543321799307959,350004091.7444291,6,North Pacific
1957,South Atlantic,335187700.0,20649018.0,Commercial,28.1,10.843487544483985,223907369.4888256,3,South Atlantic
1957,Pacific Coast,1005939600.0,78808685.0,Commercial,28.1,10.843487544483985,854560994.1946619,5,Pacific
1957,New England,1030884100.0,60809755.0,Commercial,28.1,10.843487544483985,659389820.9256227,1,New England
1957,Middle Atlantic,1376945200.0,61351557.0,Commercial,28.1,10.843487544483985,665264844.1641992,2,Mid-Atlantic
1957,Gulf,691932900.0,84363714.0,Commercial,28.1,10.843487544483985,914796881.9654092,4,Gulf of Mexico
1957,Alaska,371117428.0,31554199.0,Commercial,28.1,10.843487544483985,342157563.832669,6,North Pacific
1956,South Atlantic,443944800.0,19920812.0,Commercial,27.2,11.202279411764707,223158502.1332353,3,South Atlantic
1956,Pacific Coast,1095837900.0,88230212.0,Commercial,27.2,11.202279411764707,988379487.3832353,5,Pacific
1956,New England,1015245500.0,59272509.0,Commercial,27.2,11.202279411764707,663987207.2543383,1,New England
1956,Middle Atlantic,1432143400.0,63803500.0,Commercial,27.2,11.202279411764707,714744634.4485295,2,Mid-Atlantic
1956,Gulf,899773800.0,85377584.0,Commercial,27.2,11.202279411764707,956423551.4694118,4,Gulf of Mexico
1956,Alaska,428145781.0,37739047.0,Commercial,27.2,11.202279411764707,422763349.2277206,6,North Pacific
1955,South Atlantic,346573700.0,17274433.0,Commercial,26.8,11.369477611940297,196401279.25246266,3,South Atlantic
1955,Pacific Coast,1048165600.0,83547465.0,Commercial,26.8,11.369477611940297,949891032.8518655,5,Pacific
1955,New England,955418100.0,57242953.0,Commercial,26.8,11.369477611940297,650822472.5748507,1,New England
1955,Middle Atlantic,1369383700.0,60859731.0,Commercial,26.8,11.369477611940297,691943349.0732089,2,Mid-Atlantic
1955,Gulf,829638900.0,76286847.0,Commercial,26.8,11.369477611940297,867341599.0520148,4,Gulf of Mexico
1955,Alaska,315322898.0,26767572.0,Commercial,26.8,11.369477611940297,304333310.58,6,North Pacific
1954,South Atlantic,326063200.0,17560384.0,Commercial,26.9,11.32721189591078,198910190.54156134,3,South Atlantic
1954,Pacific Coast,1038237900.0,99612567.0,Commercial,26.9,11.32721189591078,1128332653.9046097,5,Pacific
1954,New England,966440800.0,57601534.0,Commercial,26.9,11.32721189591078,652464781.1475092,1,New England
1954,Middle Atlantic,1360656500.0,62599935.0,Commercial,26.9,11.32721189591078,709082728.4152416,2,Mid-Atlantic
1954,Gulf,754699900.0,72572237.0,Commercial,26.9,11.32721189591078,822041106.2592565,4,Gulf of Mexico
1954,Alaska,337628720.0,31251041.0,Commercial,26.9,11.32721189591078,353987163.37479556,6,North Pacific
1953,South Atlantic,326544800.0,20157158.0,Commercial,26.7,11.412059925093633,230034695.01558053,3,South Atlantic
1953,Pacific Coast,987270600.0,88061836.0,Commercial,26.7,11.412059925093633,1004966949.5457678,5,Pacific
1953,New England,864005000.0,60111970.0,Commercial,26.7,11.412059925093633,686001403.8554307,1,New England
1953,Middle Atlantic,1307271900.0,56719666.0,Commercial,26.7,11.412059925093633,647288227.3232958,2,Mid-Atlantic
1953,Gulf,759392700.0,85157157.0,Commercial,26.7,11.412059925093633,971818578.7346067,4,Gulf of Mexico
1953,Alaska,296966462.0,26466835.0,Commercial,26.7,11.412059925093633,302041107.0475655,6,North Pacific
1952,South Atlantic,436305000.0,19616828.0,Commercial,26.5,11.498188679245283,225557989.6323019,3,South Atlantic
1952,Pacific Coast,1052179500.0,94098945.0,Commercial,26.5,11.498188679245283,1081967424.1279244,5,Pacific
1952,New England,954562500.0,67295992.0,Commercial,26.5,11.498188679245283,773782013.3729811,1,New England
1952,Middle Atlantic,878081800.0,55790013.0,Commercial,26.5,11.498188679245283,641484095.8915472,2,Mid-Atlantic
1952,Gulf,759507100.0,68220786.0,Commercial,26.5,11.498188679245283,784415469.2744151,4,Gulf of Mexico
1952,Alaska,374184175.0,37238384.0,Commercial,26.5,11.498188679245283,428173965.34218866,6,North Pacific
1951,South Atlantic,310779300.0,17965732.0,Commercial,26.0,11.719307692307693,210545941.22553846,3,South Atlantic
1951,Pacific Coast,1296517000.0,100746805.0,Commercial,26.0,11.719307692307693,1180682806.811923,5,Pacific
1951,New England,916807600.0,67431668.0,Commercial,26.0,11.719307692307693,790252465.4975384,1,New England
1951,Middle Atlantic,886781500.0,54741099.0,Commercial,26.0,11.719307692307693,641527782.596077,2,Mid-Atlantic
1951,Gulf,649668300.0,63623145.0,Commercial,26.0,11.719307692307693,745619212.6073077,4,Gulf of Mexico
1951,Alaska,407726696.0,39260240.0,Commercial,26.0,11.719307692307693,460102832.63384616,6,North Pacific
1950,South Atlantic,260881400.0,18943779.0,Commercial,24.1,12.64323651452282,239510678.37585062,3,South Atlantic
1950,Pacific Coast,1716453400.0,110917048.0,Commercial,24.1,12.64323651452282,1402350471.3566804,5,Pacific
1950,New England,1006589500.0,60576490.0,Commercial,24.1,12.64323651452282,765882890.2896265,1,New England
1950,Middle Atlantic,873150700.0,53973253.0,Commercial,24.1,12.64323651452282,682396603.1371784,2,Mid-Atlantic
1950,Gulf,570641100.0,50357945.0,Commercial,24.1,12.64323651452282,636687409.0203319,4,Gulf of Mexico
1950,Alaska,482292622.0,31371626.0,Commercial,24.1,12.64323651452282,396638887.3631535,6,North Pacific
