"Year","Place Name","Paid Fishing License Holders","Resident Fishing Licenses, Tags, Permits and Stamps","Non-Resident Fishing Licenses,
Tags, Permits and Stamps","Gross Cost ($2024) - Fishing Licenses","Cost ($2024)- Resident Fishing Licenses,Tags, Permits and Stamps","Cost ($2024) - Non-Resident Fishing Licenses,Tags, Permits and Stamps"
"1978-01-01 00:00:00","ALASKA",159409,118679,49194,4736560,2092722,2643837
"1978-01-01 00:00:00","ARIZONA",420975,381604,170895,10434375,8018607,2415768
"1978-01-01 00:00:00","ARKANSAS",760828,622401,243275,14260482,9511076,4749406
"1978-01-01 00:00:00","CALIFORNIA",2347276,5788919,53632,67133970,65867025,1266945
"1978-01-01 00:00:00","COLORADO",678829,473006,215145,18025930,12210875,5815055
"1978-01-01 00:00:00","CONNECTICUT",200003,205381,4628,2737911,2616592,121319
"1978-01-01 00:00:00","DELAWARE",12537,13920,2185,235029,185908,49121
"1978-01-01 00:00:00","FLORIDA",869793,698221,195046,9544724,7081908,2462816
"1978-01-01 00:00:00","GEORGIA",654650,727767,30237,8159356,7694716,464639
"1978-01-01 00:00:00","HAWAII",8312,8321,117,101030,98957,2077
"1978-01-01 00:00:00","IDAHO",392287,272140,150282,8642208,4876254,3765954
"1978-01-01 00:00:00","ILLINOIS",1034725,988883,45842,8948671,8206389,742286
"1978-01-01 00:00:00","INDIANA",711987,682850,67270,9216319,7756680,1459639
"1978-01-01 00:00:00","IOWA",541103,522390,64469,8249095,7581947,667148
"1978-01-01 00:00:00","KANSAS",335845,311477,27388,6515228,5744081,771147
"1978-01-01 00:00:00","KENTUCKY",599299,471082,128217,10950772,8741998,2208774
"1978-01-01 00:00:00","LOUISIANA",473143,437612,40398,3840096,3228077,612019
"1978-01-01 00:00:00","MAINE",259478,169903,90623,6887491,3969223,2918268
"1978-01-01 00:00:00","MARYLAND",121996,141500,8685,2171615,1926447,245168
"1978-01-01 00:00:00","MASSACHUSETTS",217573,215233,4893,6250535,6034420,216115
"1978-01-01 00:00:00","MICHIGAN",1254682,1355191,287050,31748807,25908557,5840250
"1978-01-01 00:00:00","MINNESOTA",1490567,1074857,415710,21717776,14400452,7317324
"1978-01-01 00:00:00","MISSISSIPPI",435391,365724,97149,5718101,3929212,1788889
"1978-01-01 00:00:00","MISSOURI",887057,1258360,196264,22372435,18873498,3498937
"1978-01-01 00:00:00","MONTANA",294228,422725,284831,13093939,3326727,9767212
"1978-01-01 00:00:00","NEBRASKA",259798,276662,35404,4580844,3878775,702073
"1978-01-01 00:00:00","NEVADA",159292,89191,72417,4651899,3327255,1324644
"1978-01-01 00:00:00","NEW HAMPSHIRE",117375,104382,47732,3553258,1889974,1663284
"1978-01-01 00:00:00","NEW JERSEY",190374,300212,7754,6303377,6042029,261348
"1978-01-01 00:00:00","NEW MEXICO",229053,286826,148118,5906311,4051354,1854957
"1978-01-01 00:00:00","NEW YORK",876323,819703,56620,20535794,17650212,2885582
"1978-01-01 00:00:00","NORTH CAROLINA",486504,544200,59204,10635092,9600959,1034133
"1978-01-01 00:00:00","NORTH DAKOTA",142057,130815,12924,1458485,1317592,140893
"1978-01-01 00:00:00","OHIO",947559,920271,27288,14253072,13576884,676188
"1978-01-01 00:00:00","OKLAHOMA",590565,494951,108135,11470544,8771655,2698889
"1978-01-01 00:00:00","OREGON",704161,916519,161528,18697018,15505839,3191179
"1978-01-01 00:00:00","PENNSYLVANIA",966030,912347,54483,25903936,23682728,2221208
"1978-01-01 00:00:00","RHODE ISLAND",30277,29468,1610,342376,306342,36035
"1978-01-01 00:00:00","SOUTH CAROLINA",415133,366862,62999,7367075,6018202,1348873
"1978-01-01 00:00:00","SOUTH DAKOTA",165055,117443,49078,2102511,1297731,804780
"1978-01-01 00:00:00","TENNESSEE",729090,725157,245812,17946167,14408931,3537236
"1978-01-01 00:00:00","TEXAS",1563598,1533117,31288,23128770,22666196,462574
"1978-01-01 00:00:00","UTAH",472148,334693,140582,9285684,6896630,2389058
"1978-01-01 00:00:00","VERMONT",140808,91325,50905,2762191,1204863,1557327
"1978-01-01 00:00:00","VIRGINIA",420155,658965,69889,9095406,8282832,812574
"1978-01-01 00:00:00","WASHINGTON",520613,575491,35425,16496217,15147492,1348725
"1978-01-01 00:00:00","WEST VIRGINIA",259064,443438,43821,6049169,5096507,952662
"1978-01-01 00:00:00","WISCONSIN",1416456,818998,404393,32982060,18108515,14873545
"1978-01-01 00:00:00","WYOMING",261574,100423,184696,5617116,1708790,3908326
"1977-01-01 00:00:00","ALABAMA",582017,529745,89693,7633298,6383326,1249972
"1977-01-01 00:00:00","ALASKA",141941,101900,45821,4784108,2123637,2660471
"1977-01-01 00:00:00","ARIZONA",424771,392556,108754,10569141,8550228,2018913
"1977-01-01 00:00:00","ARKANSAS",732911,602526,226142,11639135,7755619,3883520
"1977-01-01 00:00:00","CALIFORNIA",2348293,5929068,48560,66848539,65671655,1176884
"1977-01-01 00:00:00","COLORADO",610793,418569,195438,14302123,10065225,4236902
"1977-01-01 00:00:00","CONNECTICUT",202681,214387,4656,2972182,2841325,130857
"1977-01-01 00:00:00","DELAWARE",12600,10925,1675,221247,176948,44299
"1977-01-01 00:00:00","FLORIDA",895411,720796,198814,10465152,7822642,2642510
"1977-01-01 00:00:00","GEORGIA",658167,724535,23979,8736710,8339025,397685
"1977-01-01 00:00:00","HAWAII",7097,7063,111,93515,91471,2044
"1977-01-01 00:00:00","IDAHO",376902,238363,167578,8125584,3833372,4292216
"1977-01-01 00:00:00","ILLINOIS",907586,852467,55119,8401131,7569523,831607
"1977-01-01 00:00:00","INDIANA",726981,708331,59773,9996714,8591153,1405562
"1977-01-01 00:00:00","IOWA",513916,498393,55449,8363039,7707148,655891
"1977-01-01 00:00:00","KANSAS",356391,333206,25954,4734706,3944959,789747
"1977-01-01 00:00:00","KENTUCKY",577047,452183,124864,11301925,8981447,2320479
"1977-01-01 00:00:00","LOUISIANA",414773,384855,34050,3587740,3037634,550106
"1977-01-01 00:00:00","MAINE",261400,170387,91903,6615268,3718992,2896276
"1977-01-01 00:00:00","MARYLAND",126077,141415,9386,2369439,2085439,284000
"1977-01-01 00:00:00","MASSACHUSETTS",222229,220833,4724,6873844,6652151,221693
"1977-01-01 00:00:00","MICHIGAN",1192491,1456110,278266,24869079,20048415,4820664
"1977-01-01 00:00:00","MINNESOTA",1398043,766617,291973,22624656,14718590,7906066
"1977-01-01 00:00:00","MISSISSIPPI",427079,359699,93289,6017343,4154437,1862906
"1977-01-01 00:00:00","MISSOURI",875546,1260954,153484,23206211,20029034,3177178
"1977-01-01 00:00:00","MONTANA",275643,424160,281426,12308929,3407158,8901771
"1977-01-01 00:00:00","NEBRASKA",257426,280453,31122,4874000,4193112,680888
"1977-01-01 00:00:00","NEVADA",163398,91311,74579,3284786,2142023,1142762
"1977-01-01 00:00:00","NEW HAMPSHIRE",134687,95664,42798,3876487,2061531,1814956
"1977-01-01 00:00:00","NEW JERSEY",205616,338843,4053,6000649,5786159,214490
"1977-01-01 00:00:00","NEW MEXICO",204333,253032,122732,5568330,3817831,1750498
"1977-01-01 00:00:00","NEW YORK",928788,898574,66247,20294059,17937916,2356143
"1977-01-01 00:00:00","NORTH CAROLINA",500997,558935,56192,9335089,8303815,1031275
"1977-01-01 00:00:00","NORTH DAKOTA",139866,128708,12828,1538368,1388734,149634
"1977-01-01 00:00:00","OHIO",941291,915160,26131,15145396,14446588,698809
"1977-01-01 00:00:00","OKLAHOMA",612057,513801,116961,12012632,9744946,2267691
"1977-01-01 00:00:00","OREGON",693188,970113,142846,16317110,13791360,2525750
"1977-01-01 00:00:00","PENNSYLVANIA",894372,843426,50946,25622123,23405551,2216572
"1977-01-01 00:00:00","RHODE ISLAND",27781,26914,1375,335379,302572,32807
"1977-01-01 00:00:00","SOUTH CAROLINA",385074,343467,56149,7092936,5853714,1239226
"1977-01-01 00:00:00","SOUTH DAKOTA",172256,124004,49688,2340831,1466298,874533
"1977-01-01 00:00:00","TENNESSEE",829201,995344,260732,13769437,10973855,2795582
"1977-01-01 00:00:00","TEXAS",1639552,1607996,32816,25994824,25474928,519896
"1977-01-01 00:00:00","UTAH",417284,312683,107365,7238079,5367391,1870688
"1977-01-01 00:00:00","VERMONT",144901,94725,51639,3017286,1334584,1682702
"1977-01-01 00:00:00","VIRGINIA",434573,661645,68202,9660479,8844445,816034
"1977-01-01 00:00:00","WASHINGTON",551539,676772,41392,20616730,18428675,2188055
"1977-01-01 00:00:00","WEST VIRGINIA",254217,362642,42129,5485529,4515562,969966
"1977-01-01 00:00:00","WISCONSIN",1456401,891924,368033,35314273,20623794,14690479
"1977-01-01 00:00:00","WYOMING",252909,96790,179002,6313679,1754859,4558820
"1976-01-01 00:00:00","ALABAMA",580221,517789,79074,7763915,6613508,1150407
"1976-01-01 00:00:00","ALASKA",127953,95485,39391,4400067,2007761,2392307
"1976-01-01 00:00:00","ARIZONA",392669,374265,155183,10930750,8218395,2712355
"1976-01-01 00:00:00","ARKANSAS",721707,599757,215237,12151103,8211375,3939728
"1976-01-01 00:00:00","CALIFORNIA",2314670,5799040,46546,60311989,59113979,1198010
"1976-01-01 00:00:00","COLORADO",646607,473433,193437,16591632,12113513,4478119
"1976-01-01 00:00:00","CONNECTICUT",183911,193228,4414,2854569,2726345,128224
"1976-01-01 00:00:00","DELAWARE",13142,14687,1920,282240,230178,52058
"1976-01-01 00:00:00","FLORIDA",883246,733935,178676,10987515,8459080,2528435
"1976-01-01 00:00:00","GEORGIA",655706,705824,22535,8982177,8579840,402338
"1976-01-01 00:00:00","HAWAII",8206,8162,147,111941,109158,2783
"1976-01-01 00:00:00","IDAHO",416783,274294,177767,9569365,3454427,6114942
"1976-01-01 00:00:00","ILLINOIS",782141,734454,47687,7683072,6925963,757114
"1976-01-01 00:00:00","INDIANA",695801,677940,94060,10322456,8657103,1665352
"1976-01-01 00:00:00","IOWA",477643,452634,45772,8034177,7441566,592611
"1976-01-01 00:00:00","KANSAS",352542,317006,38558,4614260,3985856,628404
"1976-01-01 00:00:00","KENTUCKY",557481,431070,126411,10779182,8426909,2352273
"1976-01-01 00:00:00","LOUISIANA",426909,394554,37085,3928446,3307268,621178
"1976-01-01 00:00:00","MAINE",250709,158891,92711,6733350,3686600,3046750
"1976-01-01 00:00:00","MARYLAND",139642,156204,10017,2603415,2286878,316536
"1976-01-01 00:00:00","MASSACHUSETTS",214445,212756,4961,7055264,6806955,248309
"1976-01-01 00:00:00","MICHIGAN",1120019,1369447,260547,25884964,20768454,5116515
"1976-01-01 00:00:00","MINNESOTA",1346201,721805,298246,22700317,14460534,8239782
"1976-01-01 00:00:00","MISSISSIPPI",435716,361497,101994,6566509,4444552,2121957
"1976-01-01 00:00:00","MISSOURI",902857,1320741,174559,19928804,16650379,3278424
"1976-01-01 00:00:00","MONTANA",281418,421873,330254,11079725,2921711,8158013
"1976-01-01 00:00:00","NEBRASKA",237423,261846,29623,4813344,4126050,687294
"1976-01-01 00:00:00","NEVADA",165687,95447,73050,3596545,2388908,1207637
"1976-01-01 00:00:00","NEW HAMPSHIRE",127373,89468,41689,3688109,1976231,1711878
"1976-01-01 00:00:00","NEW JERSEY",192327,316735,8362,6227319,5932074,295245
"1976-01-01 00:00:00","NEW MEXICO",195712,195652,78298,4962674,3392432,1570243
"1976-01-01 00:00:00","NEW YORK",882194,852648,61039,20563381,18252458,2310923
"1976-01-01 00:00:00","NORTH CAROLINA",509187,554041,59369,9782464,8647254,1135210
"1976-01-01 00:00:00","NORTH DAKOTA",153909,141795,13858,1813400,1627280,186120
"1976-01-01 00:00:00","OHIO",904523,876441,28082,15385847,14693185,692662
"1976-01-01 00:00:00","OKLAHOMA",636494,616966,44082,9067266,8199853,867412
"1976-01-01 00:00:00","OREGON",673976,882822,168732,15870566,12664171,3206395
"1976-01-01 00:00:00","PENNSYLVANIA",948527,890325,58202,19798346,17806281,1992065
"1976-01-01 00:00:00","RHODE ISLAND",28616,27833,962,371872,343649,28223
"1976-01-01 00:00:00","SOUTH CAROLINA",379439,332911,53686,7347651,6083416,1264234
"1976-01-01 00:00:00","SOUTH DAKOTA",186086,133441,54545,2663927,1674984,988943
"1976-01-01 00:00:00","TENNESSEE",868956,1088446,283486,15110321,11995486,3114840
"1976-01-01 00:00:00","TEXAS",1596774,1566272,31964,26960270,26421066,539204
"1976-01-01 00:00:00","UTAH",425304,325767,102354,5423080,3555099,1867982
"1976-01-01 00:00:00","VERMONT",158642,100307,59937,2085946,881956,1203991
"1976-01-01 00:00:00","VIRGINIA",530580,800491,83735,7557351,6865971,691384
"1976-01-01 00:00:00","WASHINGTON",510295,632351,32306,16334635,15151583,1183052
"1976-01-01 00:00:00","WEST VIRGINIA",246979,223073,24501,5411295,4382875,1028419
"1976-01-01 00:00:00","WISCONSIN",1368499,939443,429056,32036231,18806821,13229410
"1976-01-01 00:00:00","WYOMING",223458,89909,152181,5878603,1494986,4383617
"1975-01-01 00:00:00","ALABAMA",553178,505191,68491,7785703,6749646,1036057
"1975-01-01 00:00:00","ALASKA",118503,89823,38179,4429889,2033703,2396186
"1975-01-01 00:00:00","ARIZONA",349990,344402,142494,10458464,7876701,2581763
"1975-01-01 00:00:00","ARKANSAS",649917,533618,201348,11538035,7694087,3843953
"1975-01-01 00:00:00","CALIFORNIA",2199190,5472667,56362,59608285,58362540,1245745
"1975-01-01 00:00:00","COLORADO",569519,396704,194027,15567056,10904574,4662481
"1975-01-01 00:00:00","CONNECTICUT",172056,177990,4242,2819087,2688400,130687
"1975-01-01 00:00:00","DELAWARE",11645,13896,1176,259857,226199,33658
"1975-01-01 00:00:00","FLORIDA",842811,679630,194190,11065390,8264008,2801387
"1975-01-01 00:00:00","GEORGIA",631392,702540,26526,10052065,9535805,516264
"1975-01-01 00:00:00","HAWAII",6806,6804,98,99027,97055,1972
"1975-01-01 00:00:00","IDAHO",412669,276292,184460,9777334,3539526,6237808
"1975-01-01 00:00:00","ILLINOIS",843828,803234,40594,8669562,7991165,678398
"1975-01-01 00:00:00","INDIANA",665591,640732,56402,13288424,11961183,1327241
"1975-01-01 00:00:00","IOWA",454661,435368,38670,8145401,7562339,583062
"1975-01-01 00:00:00","KANSAS",356001,321169,37964,4902936,4260300,642635
"1975-01-01 00:00:00","KENTUCKY",525940,434651,123868,11480867,8712037,2768830
"1975-01-01 00:00:00","LOUISIANA",356817,331342,29202,3446092,2930163,515928
"1975-01-01 00:00:00","MAINE",251385,158613,94825,7205029,3895142,3309887
"1975-01-01 00:00:00","MARYLAND",130293,149968,9060,2747297,2434845,312452
"1975-01-01 00:00:00","MASSACHUSETTS",223101,241907,5878,7209203,6943943,265260
"1975-01-01 00:00:00","MICHIGAN",1076986,1359041,260099,24559169,19142459,5416711
"1975-01-01 00:00:00","MINNESOTA",1465501,1171993,401234,25625974,16866732,8759242
"1975-01-01 00:00:00","MISSISSIPPI",354589,280926,100028,4296518,3149434,1147085
"1975-01-01 00:00:00","MISSOURI",898588,1222997,190164,20538014,16863734,3674280
"1975-01-01 00:00:00","MONTANA",288189,400933,325788,9782989,2955659,6827331
"1975-01-01 00:00:00","NEBRASKA",242876,238605,34376,4810399,4154888,655516
"1975-01-01 00:00:00","NEVADA",147221,85985,63828,3030783,2302159,728623
"1975-01-01 00:00:00","NEW HAMPSHIRE",147465,97278,54466,3560104,1759520,1800584
"1975-01-01 00:00:00","NEW JERSEY",197138,316854,9135,6681292,6337888,343404
"1975-01-01 00:00:00","NEW MEXICO",177427,124257,58147,4199122,2746311,1452812
"1975-01-01 00:00:00","NEW YORK",850040,820252,59600,20701169,18314781,2386392
"1975-01-01 00:00:00","NORTH CAROLINA",481126,531466,55274,9660213,8573267,1086946
"1975-01-01 00:00:00","NORTH DAKOTA",138506,127187,13117,1714017,1551998,162018
"1975-01-01 00:00:00","OHIO",793451,767802,25649,14180755,13579847,600908
"1975-01-01 00:00:00","OKLAHOMA",569125,471259,121808,10081695,8338221,1743474
"1975-01-01 00:00:00","OREGON",705505,857519,240434,18117142,14102399,4014744
"1975-01-01 00:00:00","PENNSYLVANIA",877160,827250,49910,19275683,17466473,1809211
"1975-01-01 00:00:00","PUERTO RICO",1758,1758,0,,,
"1975-01-01 00:00:00","RHODE ISLAND",26896,25708,1188,361422,330311,31111
"1975-01-01 00:00:00","SOUTH CAROLINA",357287,310777,53858,7190849,5873689,1317159
"1975-01-01 00:00:00","SOUTH DAKOTA",179681,126660,54916,2713299,1677755,1035544
"1975-01-01 00:00:00","TENNESSEE",890611,1054960,262919,14917028,11833689,3083343
"1975-01-01 00:00:00","TEXAS",1599905,1569161,32024,14149887,13866888,283000
"1975-01-01 00:00:00","UTAH",396731,288375,110984,7685018,5703544,1981474
"1975-01-01 00:00:00","VERMONT",157120,99419,57701,2125191,904676,1220515
"1975-01-01 00:00:00","VIRGINIA",505238,772657,79300,7513020,6836448,676571
"1975-01-01 00:00:00","WASHINGTON",507534,649620,31803,17307554,16051113,1256441
"1975-01-01 00:00:00","WEST VIRGINIA",225845,206191,19754,5199505,4265797,933709
"1975-01-01 00:00:00","WISCONSIN",1395493,917126,478367,28134701,15829649,12305051
"1975-01-01 00:00:00","WYOMING",233474,92430,160325,4884692,1107511,3777181
"1974-01-01 00:00:00","ALABAMA",556126,503932,68216,8458429,7351194,1107236
"1974-01-01 00:00:00","ALASKA",117650,82088,42347,3605953,2030242,1575710
"1974-01-01 00:00:00","ARIZONA",359399,329825,180861,7281856,4729093,2552763
"1974-01-01 00:00:00","ARKANSAS",672024,450522,221502,12210953,7620607,4590346
"1974-01-01 00:00:00","CALIFORNIA",2261766,5648929,35932,59775466,58748205,1027261
"1974-01-01 00:00:00","COLORADO",609940,427569,199340,15620044,10351703,5268341
"1974-01-01 00:00:00","CONNECTICUT",167199,163265,3934,2859834,2728423,131411
"1974-01-01 00:00:00","DELAWARE",7680,6573,1107,106362,66708,39649
"1974-01-01 00:00:00","FLORIDA",822198,659720,193890,11762840,8767946,2994894
"1974-01-01 00:00:00","GEORGIA",629444,687451,28985,11308023,10441251,866771
"1974-01-01 00:00:00","HAWAII",7665,7551,114,121958,119473,2484
"1974-01-01 00:00:00","IDAHO",383826,240374,171270,10211013,3511136,6699877
"1974-01-01 00:00:00","ILLINOIS",839718,796242,43476,9460506,8658312,802194
"1974-01-01 00:00:00","INDIANA",721458,694314,61690,11596840,10233288,1363552
"1974-01-01 00:00:00","IOWA",479271,469757,32977,6944531,6426723,517809
"1974-01-01 00:00:00","KANSAS",370622,338224,35281,5558999,4903782,655217
"1974-01-01 00:00:00","KENTUCKY",536797,421264,115533,11267774,8556715,2711054
"1974-01-01 00:00:00","LOUISIANA",351880,325639,27207,3656345,3147545,508800
"1974-01-01 00:00:00","MAINE",235834,143987,93773,6494770,3479496,3015274
"1974-01-01 00:00:00","MARYLAND",128629,151532,12392,2890194,2483701,406493
"1974-01-01 00:00:00","MASSACHUSETTS",240772,262219,6392,5582279,5333130,249154
"1974-01-01 00:00:00","MICHIGAN",1151012,1308547,234075,24380958,18502307,5878655
"1974-01-01 00:00:00","MINNESOTA",1486871,1194256,400499,28368002,18791303,9576698
"1974-01-01 00:00:00","MISSISSIPPI",383790,271275,122997,4869546,3323901,1545645
"1974-01-01 00:00:00","MISSOURI",883862,1204333,187670,22157724,18168061,3989664
"1974-01-01 00:00:00","MONTANA",268740,387513,284387,9605198,3103227,6501971
"1974-01-01 00:00:00","NEBRASKA",240255,249792,31396,5173476,4559542,613939
"1974-01-01 00:00:00","NEVADA",137305,80386,59301,3633133,2350087,1283046
"1974-01-01 00:00:00","NEW HAMPSHIRE",133917,86787,51785,3258136,1536888,1721248
"1974-01-01 00:00:00","NEW JERSEY",185764,291365,9275,6270988,5927347,343642
"1974-01-01 00:00:00","NEW MEXICO",166568,115945,55041,4360920,2835940,1524980
"1974-01-01 00:00:00","NEW YORK",775767,750637,52906,16117656,13941161,2176495
"1974-01-01 00:00:00","NORTH CAROLINA",451574,517545,49307,10000972,8973072,1027899
"1974-01-01 00:00:00","NORTH DAKOTA",132081,122158,11423,1581075,1432532,148543
"1974-01-01 00:00:00","OHIO",771289,748457,22832,15046468,14468805,577664
"1974-01-01 00:00:00","OKLAHOMA",576773,559925,36486,9114951,8541874,573082
"1974-01-01 00:00:00","OREGON",666638,819240,285389,17320926,13611501,3709424
"1974-01-01 00:00:00","PENNSYLVANIA",842268,792227,50041,20242616,18266792,1975824
"1974-01-01 00:00:00","RHODE ISLAND",28083,26958,1125,411756,406783,4973
"1974-01-01 00:00:00","SOUTH CAROLINA",348626,297880,59588,7152654,5939999,1212655
"1974-01-01 00:00:00","SOUTH DAKOTA",184413,126378,59984,3024659,1832307,1192352
"1974-01-01 00:00:00","TENNESSEE",875779,1045111,259659,9794289,7254850,2539439
"1974-01-01 00:00:00","TEXAS",1541693,1511910,30855,14902913,14604855,298058
"1974-01-01 00:00:00","UTAH",347009,257203,92104,7347864,5501102,1846762
"1974-01-01 00:00:00","VERMONT",130807,80343,50560,1963442,825353,1138089
"1974-01-01 00:00:00","VIRGINIA",482589,745581,73957,7776520,7115137,661384
"1974-01-01 00:00:00","WASHINGTON",469761,595201,30068,17432120,16162186,1269934
"1974-01-01 00:00:00","WEST VIRGINIA",240932,224260,16772,3074675,2979419,95256
"1974-01-01 00:00:00","WISCONSIN",1380381,906824,473557,30387568,17172025,13215548
"1974-01-01 00:00:00","WYOMING",231557,94497,146922,4827640,1236496,3591145
"1973-01-01 00:00:00","ALABAMA",529995,487600,55402,6222228,5245450,976777
"1973-01-01 00:00:00","ALASKA",114601,75952,39543,3664853,2046996,1617857
"1973-01-01 00:00:00","ARIZONA",363217,357491,172880,8229541,5516701,2712839
"1973-01-01 00:00:00","ARKANSAS",670230,450549,219681,13278838,8306962,4971881
"1973-01-01 00:00:00","CALIFORNIA",2263229,5661473,59822,53132635,51907669,1224966
"1973-01-01 00:00:00","COLORADO",590143,411758,192398,16081488,10569997,5511492
"1973-01-01 00:00:00","CONNECTICUT",165046,160855,4131,3880507,3730606,149901
"1973-01-01 00:00:00","DELAWARE",10064,8507,1557,231353,183737,47621
"1973-01-01 00:00:00","FLORIDA",818886,662785,186360,12725747,9601464,3124289
"1973-01-01 00:00:00","GEORGIA",632149,651525,20098,7960186,7641029,319157
"1973-01-01 00:00:00","HAWAII",5515,5405,110,97028,94400,2629
"1973-01-01 00:00:00","IDAHO",371079,229715,172806,12348259,3613749,8734510
"1973-01-01 00:00:00","ILLINOIS",804385,858637,39245,10106259,9315183,791076
"1973-01-01 00:00:00","INDIANA",725154,708595,50817,10567258,9259660,1307597
"1973-01-01 00:00:00","IOWA",471429,464160,28924,7449638,6941598,508040
"1973-01-01 00:00:00","KANSAS",366244,337225,31500,5974771,5329335,645436
"1973-01-01 00:00:00","KENTUCKY",517712,404300,113412,11619634,8879054,2740580
"1973-01-01 00:00:00","LOUISIANA",349204,326723,23331,2942533,2516054,426479
"1973-01-01 00:00:00","MAINE",241960,147271,94689,5855413,2758633,3096780
"1973-01-01 00:00:00","MARYLAND",126710,149088,12160,3143385,2687875,455510
"1973-01-01 00:00:00","MASSACHUSETTS",230598,253085,6806,5851757,5557259,294498
"1973-01-01 00:00:00","MICHIGAN",1108317,1208378,221437,22948936,16825507,6123429
"1973-01-01 00:00:00","MINNESOTA",1425800,776845,280924,29671202,19773613,9897590
"1973-01-01 00:00:00","MISSISSIPPI",375683,265908,120361,5147521,3537856,1609665
"1973-01-01 00:00:00","MISSOURI",836252,1215936,178609,23323484,19317402,4006082
"1973-01-01 00:00:00","MONTANA",249669,369981,174112,8877742,3198923,5678819
"1973-01-01 00:00:00","NEBRASKA",236265,256470,29261,5626220,4994796,631424
"1973-01-01 00:00:00","NEVADA",124863,71768,55193,3536080,2258568,1277513
"1973-01-01 00:00:00","NEW HAMPSHIRE",137381,88556,52930,3659285,1726912,1932373
"1973-01-01 00:00:00","NEW JERSEY",191369,300933,10176,5565819,5217104,348715
"1973-01-01 00:00:00","NEW MEXICO",170392,122478,60942,4837757,3061875,1775887
"1973-01-01 00:00:00","NEW YORK",795545,775405,55403,14805356,12355171,2450185
"1973-01-01 00:00:00","NORTH CAROLINA",453939,529182,48885,10881853,9825410,1056443
"1973-01-01 00:00:00","NORTH DAKOTA",113040,104353,10001,1352769,1210785,141984
"1973-01-01 00:00:00","OHIO",871999,850395,21945,18522023,17918340,603683
"1973-01-01 00:00:00","OKLAHOMA",647464,666008,56908,12062606,11088926,973680
"1973-01-01 00:00:00","OREGON",641414,785792,278087,17736452,13921113,3815339
"1973-01-01 00:00:00","PENNSYLVANIA",812314,766367,45947,21201190,19240308,1960882
"1973-01-01 00:00:00","RHODE ISLAND",28149,27144,1005,481053,449183,31870
"1973-01-01 00:00:00","SOUTH CAROLINA",332889,312962,69113,7448189,6016234,1431955
"1973-01-01 00:00:00","SOUTH DAKOTA",183821,118509,67199,2907491,1872857,1034634
"1973-01-01 00:00:00","TENNESSEE",909109,1077837,281536,10799485,7900622,2898862
"1973-01-01 00:00:00","TEXAS",1494707,1464813,29894,15766346,15451018,315327
"1973-01-01 00:00:00","UTAH",367588,272658,97973,8504638,6415931,2088706
"1973-01-01 00:00:00","VERMONT",133776,83425,50351,2539169,1128338,1410831
"1973-01-01 00:00:00","VIRGINIA",460323,710472,69960,8050835,7374998,675837
"1973-01-01 00:00:00","WASHINGTON",486015,618244,35818,17949515,16733931,1215584
"1973-01-01 00:00:00","WEST VIRGINIA",253828,219259,34669,4089314,3184242,905077
"1973-01-01 00:00:00","WISCONSIN",1330346,868928,461418,31952796,17918182,14034619
"1973-01-01 00:00:00","WYOMING",207671,84616,131905,4765155,1205976,3559180
"1972-01-01 00:00:00","ALABAMA",532335,484929,52692,6458934,5464592,994343
"1972-01-01 00:00:00","ALASKA",107013,71711,41683,3863324,2029911,1833413
"1972-01-01 00:00:00","ARIZONA",354548,325535,184479,8221360,5280586,2940779
"1972-01-01 00:00:00","ARKANSAS",612906,413349,199557,12758450,8040250,4718205
"1972-01-01 00:00:00","CALIFORNIA",2294430,5750098,34999,56801300,55775368,1025932
"1972-01-01 00:00:00","COLORADO",499887,347479,166488,15084702,9822133,5262569
"1972-01-01 00:00:00","CONNECTICUT",162999,157915,5084,3580060,3381978,198083
"1972-01-01 00:00:00","DELAWARE",8498,7518,981,209620,171295,38325
"1972-01-01 00:00:00","FLORIDA",674788,527765,173197,11554009,8065993,3488016
"1972-01-01 00:00:00","GEORGIA",610871,620539,18780,8050031,7742948,307083
"1972-01-01 00:00:00","HAWAII",5036,4944,92,93284,91033,2251
"1972-01-01 00:00:00","IDAHO",353869,264849,209611,11803216,3760987,8042223
"1972-01-01 00:00:00","ILLINOIS",819252,783693,35559,9732917,8976800,756118
"1972-01-01 00:00:00","INDIANA",696226,668913,51819,10644074,9242057,1402018
"1972-01-01 00:00:00","IOWA",432451,425720,24971,7181551,6716099,465452
"1972-01-01 00:00:00","KANSAS",345089,319918,27476,5953763,5333894,619868
"1972-01-01 00:00:00","KENTUCKY",475848,365415,110433,11255379,8471250,2784123
"1972-01-01 00:00:00","LOUISIANA",339408,319909,20220,2099398,1777915,321483
"1972-01-01 00:00:00","MAINE",238640,148803,91786,6515766,3183078,3332693
"1972-01-01 00:00:00","MARYLAND",120232,137677,12134,3131220,2650947,480279
"1972-01-01 00:00:00","MASSACHUSETTS",230770,248426,6333,6064497,5775954,288543
"1972-01-01 00:00:00","MICHIGAN",1081482,1185080,208340,23628528,17486675,6141853
"1972-01-01 00:00:00","MINNESOTA",1329949,1071322,345949,21769934,12995508,8774427
"1972-01-01 00:00:00","MISSISSIPPI",347694,251862,105031,5031702,3543808,1487893
"1972-01-01 00:00:00","MISSOURI",792256,1153898,173733,23009310,19149432,3859878
